,No,Betweenness,Katz,Collective Influence,Degree
0,0,1.0,1.0,1.0,1.0
1,1,0.9565217391304348,0.9565217391304348,0.9891304347826086,0.9891304347826086
2,2,0.7391304347826086,0.9347826086956522,0.9456521739130435,0.9782608695652174
3,3,0.6630434782608696,0.8913043478260869,0.9347826086956522,0.9347826086956522
4,4,0.6413043478260869,0.7934782608695652,0.9239130434782609,0.9239130434782609
5,5,0.6195652173913043,0.5869565217391304,0.9021739130434783,0.5434782608695652
6,6,0.32608695652173914,0.5869565217391304,0.8804347826086957,0.5434782608695652
7,7,0.32608695652173914,0.5760869565217391,0.8695652173913043,0.46739130434782605
8,8,0.30434782608695654,0.5652173913043479,0.7717391304347826,0.4565217391304348
9,9,0.2934782608695652,0.5326086956521738,0.44565217391304346,0.3695652173913043
10,10,0.21739130434782605,0.5326086956521738,0.3695652173913043,0.3695652173913043
11,11,0.2065217391304348,0.5326086956521738,0.3695652173913043,0.3695652173913043
12,12,0.18478260869565222,0.5326086956521738,0.3695652173913043,0.2717391304347826
13,13,0.13043478260869568,0.5326086956521738,0.2717391304347826,0.2717391304347826
14,14,0.10869565217391308,0.5,0.2717391304347826,0.2717391304347826
15,15,0.08695652173913049,0.5,0.2717391304347826,0.2717391304347826
16,16,0.08695652173913049,0.4565217391304348,0.2717391304347826,0.2717391304347826
17,17,0.08695652173913049,0.4565217391304348,0.08695652173913049,0.23913043478260865
18,18,0.08695652173913049,0.4565217391304348,0.08695652173913049,0.23913043478260865
19,19,0.08695652173913049,0.4565217391304348,0.08695652173913049,0.2065217391304348
20,20,0.08695652173913049,0.44565217391304346,0.08695652173913049,0.07608695652173914
21,21,0.08695652173913049,0.44565217391304346,0.06521739130434778,0.06521739130434778
22,22,0.08695652173913049,0.44565217391304346,0.06521739130434778,0.06521739130434778
23,23,0.08695652173913049,0.44565217391304346,0.06521739130434778,0.06521739130434778
24,24,0.07608695652173914,0.44565217391304346,0.06521739130434778,0.05434782608695654
25,25,0.05434782608695654,0.44565217391304346,0.06521739130434778,0.05434782608695654
26,26,0.05434782608695654,0.44565217391304346,0.06521739130434778,0.05434782608695654
27,27,0.05434782608695654,0.44565217391304346,0.05434782608695654,0.05434782608695654
28,28,0.05434782608695654,0.4347826086956522,0.05434782608695654,0.04347826086956519
29,29,0.05434782608695654,0.40217391304347827,0.05434782608695654,0.04347826086956519
30,30,0.05434782608695654,0.3804347826086957,0.05434782608695654,0.04347826086956519
31,31,0.05434782608695654,0.3695652173913043,0.05434782608695654,0.03260869565217395
32,32,0.05434782608695654,0.3695652173913043,0.05434782608695654,0.03260869565217395
33,33,0.05434782608695654,0.3695652173913043,0.03260869565217395,0.03260869565217395
34,34,0.05434782608695654,0.3695652173913043,0.03260869565217395,0.03260869565217395
35,35,0.05434782608695654,0.3695652173913043,0.03260869565217395,0.03260869565217395
36,36,0.05434782608695654,0.3695652173913043,0.03260869565217395,0.03260869565217395
37,37,0.05434782608695654,0.3695652173913043,0.03260869565217395,0.03260869565217395
38,38,0.05434782608695654,0.3695652173913043,0.03260869565217395,0.03260869565217395
39,39,0.05434782608695654,0.3695652173913043,0.03260869565217395,0.03260869565217395
40,40,0.05434782608695654,0.3695652173913043,0.03260869565217395,0.021739130434782594
41,41,0.05434782608695654,0.3586956521739131,0.03260869565217395,0.021739130434782594
42,42,0.05434782608695654,0.34782608695652173,0.03260869565217395,0.021739130434782594
43,43,0.05434782608695654,0.3369565217391305,0.03260869565217395,0.021739130434782594
44,44,0.05434782608695654,0.32608695652173914,0.03260869565217395,0.021739130434782594
45,45,0.05434782608695654,0.3152173913043478,0.03260869565217395,0.021739130434782594
46,46,0.05434782608695654,0.3152173913043478,0.03260869565217395,0.021739130434782594
47,47,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.021739130434782594
48,48,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.021739130434782594
49,49,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.021739130434782594
50,50,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.021739130434782594
51,51,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.021739130434782594
52,52,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.021739130434782594
53,53,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.021739130434782594
54,54,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
55,55,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
56,56,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
57,57,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
58,58,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
59,59,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
60,60,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
61,61,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
62,62,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
63,63,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
64,64,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
65,65,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
66,66,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
67,67,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
68,68,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
69,69,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
70,70,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
71,71,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
72,72,0.05434782608695654,0.3152173913043478,0.021739130434782594,0.010869565217391353
73,73,0.05434782608695654,0.30434782608695654,0.021739130434782594,0.010869565217391353
74,74,0.05434782608695654,0.2934782608695652,0.021739130434782594,0.010869565217391353
75,75,0.05434782608695654,0.28260869565217395,0.021739130434782594,0.010869565217391353
76,76,0.05434782608695654,0.2717391304347826,0.021739130434782594,0.010869565217391353
77,77,0.05434782608695654,0.25,0.021739130434782594,0.010869565217391353
78,78,0.05434782608695654,0.23913043478260865,0.021739130434782594,0.010869565217391353
79,79,0.05434782608695654,0.2065217391304348,0.021739130434782594,0.010869565217391353
80,80,0.05434782608695654,0.17391304347826086,0.021739130434782594,0.010869565217391353
81,81,0.05434782608695654,0.11956521739130432,0.021739130434782594,0.010869565217391353
82,82,0.05434782608695654,0.10869565217391308,0.021739130434782594,0.010869565217391353
83,83,0.05434782608695654,0.07608695652173914,0.021739130434782594,0.010869565217391353
84,84,0.05434782608695654,0.03260869565217395,0.021739130434782594,0.010869565217391353
85,85,0.05434782608695654,0.021739130434782594,0.021739130434782594,0.010869565217391353
86,86,0.05434782608695654,0.021739130434782594,0.021739130434782594,0.010869565217391353
87,87,0.05434782608695654,0.021739130434782594,0.021739130434782594,0.010869565217391353
88,88,0.05434782608695654,0.021739130434782594,0.021739130434782594,0.010869565217391353
89,89,0.05434782608695654,0.010869565217391353,0.021739130434782594,0.010869565217391353
90,90,0.05434782608695654,0.010869565217391353,0.021739130434782594,0.010869565217391353
91,91,0.05434782608695654,0.010869565217391353,0.021739130434782594,0.010869565217391353
92,92,0.05434782608695654,0.010869565217391353,0.021739130434782594,0.010869565217391353
93,93,0.05434782608695654,0.010869565217391353,0.021739130434782594,0.010869565217391353
94,94,0.04347826086956519,0.010869565217391353,0.021739130434782594,0.010869565217391353
95,95,0.03260869565217395,0.010869565217391353,0.021739130434782594,0.010869565217391353
